,Company,Location,Industry,Laid_Off_Count,Date,Stage,Country,Percentage
1769,Vesta,6,24,56.0,2020-08-05,Unknown,56,0.18
1770,Booking.com,3,28,4375.0,2020-07-30,Acquired,34,0.25
1771,Buy.com / Rakuten,147,23,87.0,2020-07-30,Acquired,56,1.0
1772,tZero,125,7,80.0,2020-07-30,Acquired,56,0.18
1773,Pared,147,9,80.0,2020-07-29,Unknown,56,0.18
1774,Procore,98,1,180.0,2020-07-28,Unknown,56,0.09
1775,Swiggy,17,9,350.0,2020-07-27,Series I,22,0.05
1776,Zeitgold,18,7,75.0,2020-07-27,Series B,17,0.72
1777,Perkbox,97,10,80.0,2020-07-27,Unknown,55,0.18
1778,Checkr,147,10,64.0,2020-07-23,Series D,56,0.12
1779,Sorabel,79,23,80.0,2020-07-23,Series B,23,1.0
1780,LinkedIn,147,22,960.0,2020-07-21,Acquired,56,0.06
1781,Lighter Capital,158,7,22.0,2020-07-20,Series B,56,0.49
1782,Curefit,17,8,120.0,2020-07-17,Series D,22,0.18
1783,Snaptravel,175,28,80.0,2020-07-16,Series A,7,0.18
1784,Optimizely,147,17,60.0,2020-07-15,Series D,56,0.15
1785,Skyscanner,57,28,300.0,2020-07-14,Acquired,55,0.2
1786,Vox Media,183,18,80.0,2020-07-14,Series F,56,0.18
1787,Yelp,147,2,63.0,2020-07-13,Post-IPO,56,0.18
1788,Bizongo,116,15,140.0,2020-07-10,Series C,22,0.18
1789,Zilingo,163,23,100.0,2020-07-09,Series D,46,0.12
1790,PaySense,116,7,40.0,2020-07-09,Acquired,22,0.18
1791,Funding Circle,147,7,85.0,2020-07-08,Post-IPO,56,0.18
1792,OnDeck,125,7,80.0,2020-07-08,Post-IPO,56,0.18
1793,The Wing,125,21,56.0,2020-07-01,Series C,56,0.18
1794,Sharethrough,147,17,18.0,2020-07-01,Series D,56,0.18
1795,Kongregate,147,18,12.0,2020-07-01,Series C,56,0.18
1796,Havenly,49,2,5.0,2020-07-01,Series C,56,0.18
1797,G2,39,17,17.0,2020-06-30,Series C,56,0.05
1798,Hired,147,22,80.0,2020-06-30,Series D,56,0.18
1799,Katerra,147,1,400.0,2020-06-29,Series E,56,0.07
1800,Bounce,17,27,130.0,2020-06-29,Series D,22,0.22
1801,Argo AI,117,27,100.0,2020-06-29,Unknown,17,0.18
1802,Bossa Nova,147,23,61.0,2020-06-29,Unknown,56,0.18
1803,New Relic,138,13,20.0,2020-06-29,Post-IPO,56,0.18
1804,Engine eCommerce,59,23,80.0,2020-06-28,Unknown,56,1.0
1805,Byton,147,27,80.0,2020-06-27,Series C,56,0.18
1806,Sprinklr,125,26,80.0,2020-06-25,Series F,56,0.18
1807,GoDaddy,8,17,451.0,2020-06-24,Post-IPO,56,0.06
1808,Sonos,125,2,174.0,2020-06-24,Post-IPO,56,0.12
1809,OYO,47,28,80.0,2020-06-24,Series F,56,0.18
1810,Gojek,79,27,430.0,2020-06-23,Series F,23,0.09
1811,ScaleFactor,8,7,90.0,2020-06-23,Series C,56,0.9
1812,Dark,147,20,6.0,2020-06-23,Seed,56,1.0
1813,Intuit,147,7,715.0,2020-06-22,Post-IPO,56,0.07
1814,WeWork,97,21,200.0,2020-06-19,Series H,55,0.18
1815,Atlas Obscura ,125,18,15.0,2020-06-18,Series B,56,0.18
1816,Navi,17,7,40.0,2020-06-17,Private Equity,22,0.25
1817,PaisaBazaar,66,7,1500.0,2020-06-16,Series G,22,0.5
1818,Grab,163,27,360.0,2020-06-16,Series I,46,0.05
1819,Splunk,147,4,70.0,2020-06-16,Post-IPO,56,0.01
1820,Redox,101,12,44.0,2020-06-16,Series C,56,0.25
1821,Conga,49,4,80.0,2020-06-15,Acquired,56,0.11
1822,Stockwell AI,147,23,80.0,2020-06-15,Series B,56,1.0
1823,Uber,3,27,225.0,2020-06-12,Post-IPO,34,0.25
1824,SynapseFI,147,7,63.0,2020-06-12,Series B,56,0.48
1825,ScaleFocus,164,13,120.0,2020-06-11,Unknown,6,0.1
1826,Branch,125,23,3.0,2020-06-11,Seed,56,0.27
1827,Her Campus Media,24,18,10.0,2020-06-10,Unknown,56,0.18
1828,Integrate.ai,175,26,26.0,2020-06-09,Unknown,7,0.18
1829,The Athletic,147,18,46.0,2020-06-05,Series D,56,0.08
1830,Ethos Life,147,7,18.0,2020-06-05,Series C,56,0.14
1831,Lastline,147,25,50.0,2020-06-04,Series C,56,0.4
1832,Builder,98,20,39.0,2020-06-04,Series A,56,0.14
1833,Outdoorsy,147,27,80.0,2020-06-04,Series C,56,0.18
1834,Monzo,97,7,120.0,2020-06-03,Series F,55,0.08
1835,Kitty Hawk,147,0,70.0,2020-06-03,Unknown,56,0.18
1836,SpotHero,39,27,40.0,2020-06-03,Series D,56,0.21
1837,Credit Sesame,147,7,22.0,2020-06-03,Series F,56,0.14
1838,Circ,18,27,100.0,2020-06-02,Acquired,17,0.18
1839,Rivian,50,27,40.0,2020-06-02,Private Equity,56,0.02
1840,Fundbox,147,7,14.0,2020-06-02,Series C,56,0.15
1841,Descartes Labs,154,4,12.0,2020-06-02,Series B,56,0.16
1842,MakerBot,125,2,12.0,2020-06-02,Acquired,56,0.18
1843,Stitch Fix,147,23,1400.0,2020-06-01,Post-IPO,56,0.18
1844,MakeMyTrip,66,28,350.0,2020-06-01,Post-IPO,22,0.1
1845,CrowdStreet,138,21,24.0,2020-06-01,Series C,56,0.22
1846,Brex,147,7,62.0,2020-05-29,Series C,56,0.15
1847,Loftium,158,21,32.0,2020-05-29,Series A,56,0.6
1848,BookMyShow,116,2,270.0,2020-05-28,Unknown,22,0.18
1849,TrueCar,98,27,219.0,2020-05-28,Post-IPO,56,0.3
1850,StubHub,147,2,200.0,2020-05-28,Acquired,56,0.18
1851,Culture Amp,106,10,36.0,2020-05-28,Series E,1,0.08
1852,The Sill,125,23,20.0,2020-05-28,Series A,56,0.25
1853,Instructure,149,5,150.0,2020-05-27,Acquired,56,0.12
1854,Ebanx,45,7,62.0,2020-05-27,Unknown,5,0.08
1855,Uber,17,27,600.0,2020-05-26,Post-IPO,22,0.23
1856,Bluprint,49,5,137.0,2020-05-26,Acquired,56,1.0
1857,Acorns,138,7,50.0,2020-05-26,Unknown,56,0.18
1858,CarDekho,66,27,200.0,2020-05-25,Series D,22,0.18
1859,Teamwork,44,19,21.0,2020-05-22,Unknown,24,0.18
1860,Cvent,183,17,400.0,2020-05-21,Acquired,56,0.1
1861,PickYourTrail,38,28,70.0,2020-05-21,Series A,22,0.35
1862,Glitch,125,20,18.0,2020-05-21,Series A,56,0.36
1863,Kapten / Free Now,133,27,80.0,2020-05-21,Acquired,16,0.18
1864,Ola,17,27,1400.0,2020-05-20,Series J,22,0.35
1865,Samsara,147,15,300.0,2020-05-20,Series F,56,0.18
1866,Stay Alfred,165,28,221.0,2020-05-20,Series B,56,1.0
1867,SoFi,147,7,112.0,2020-05-20,Private Equity,56,0.07
1868,ShareChat,17,17,101.0,2020-05-20,Series D,22,0.25
1869,Intercom,147,26,39.0,2020-05-20,Series D,56,0.06
1870,Livspace,17,23,450.0,2020-05-19,Series D,22,0.15
1871,Pollen,97,28,69.0,2020-05-19,Series B,55,0.31
1872,Dotscience,97,20,10.0,2020-05-19,Unknown,55,1.0
1873,Divvy,149,7,80.0,2020-05-19,Series C,56,0.18
1874,Uber,147,27,3000.0,2020-05-18,Post-IPO,56,0.13
1875,Agoda,163,28,1500.0,2020-05-18,Acquired,46,0.25
1876,Swiggy,17,9,1100.0,2020-05-18,Series I,22,0.14
1877,WeWork,122,21,100.0,2020-05-18,Series H,22,0.2
1878,Rubrik,147,13,57.0,2020-05-18,Series E,56,0.18
1879,Intapp,147,14,45.0,2020-05-18,Private Equity,56,0.05
1880,Checkmarx,172,25,80.0,2020-05-18,Acquired,25,0.18
1881,Datera,147,13,80.0,2020-05-18,Series C,56,0.1
1882,Magicbricks,126,21,250.0,2020-05-17,Unknown,22,0.18
1883,Zomato,66,9,520.0,2020-05-15,Series J,22,0.13
1884,Lendingkart,1,7,500.0,2020-05-15,Unknown,22,0.5
1885,Lattice,147,10,16.0,2020-05-15,Series C,56,0.1
1886,Masse,125,23,80.0,2020-05-15,Seed,56,1.0
1887,Cruise,147,27,150.0,2020-05-14,Acquired,56,0.08
1888,Quartz,125,18,80.0,2020-05-14,Acquired,56,0.4
1889,Integral Ad Science,125,17,70.0,2020-05-14,Acquired,56,0.1
1890,Ridecell,147,27,35.0,2020-05-14,Series B,56,0.15
1891,Veem,147,7,30.0,2020-05-14,Unknown,56,0.18
1892,Sift,147,25,80.0,2020-05-14,Series D,56,0.18
1893,Workfront,149,17,80.0,2020-05-14,Series C,56,0.18
1894,Deliv,147,23,669.0,2020-05-13,Series C,56,1.0
1895,Mercos,82,24,51.0,2020-05-13,Unknown,5,0.4
1896,Kickstarter,125,7,25.0,2020-05-13,Unknown,56,0.18
1897,Intersect,175,20,19.0,2020-05-13,Acquired,7,0.11
1898,Mode Analytics,147,4,17.0,2020-05-13,Series C,56,0.18
1899,BetterCloud,125,25,80.0,2020-05-13,Series E,56,0.18
1900,WeFit,68,8,80.0,2020-05-13,Seed,58,1.0
1901,Zymergen ,147,19,80.0,2020-05-13,Series C,56,0.1
1902,Stone,156,7,1300.0,2020-05-12,Post-IPO,5,0.2
1903,Zeus Living,147,21,73.0,2020-05-12,Series B,56,0.5
1904,Mixpanel,147,4,65.0,2020-05-12,Series B,56,0.19
1905,Hireology,39,22,36.0,2020-05-12,Series D,56,0.17
1906,Top Hat,175,5,16.0,2020-05-12,Series D,7,0.03
1907,Datto,128,13,80.0,2020-05-12,Acquired,56,0.18
1908,Petal,125,7,80.0,2020-05-12,Series B,56,0.18
1909,Revolut,97,7,60.0,2020-05-11,Series D,55,0.03
1910,Cadre,125,21,28.0,2020-05-11,Series C,56,0.25
1911,N26,125,7,9.0,2020-05-08,Series D,56,0.01
1912,Jump,125,27,500.0,2020-05-07,Acquired,56,1.0
1913,Glassdoor,147,22,300.0,2020-05-07,Acquired,56,0.3
1914,Numbrs,190,7,62.0,2020-05-07,Series B,51,0.5
1915,Flywire,24,7,60.0,2020-05-07,Series E,56,0.12
1916,SalesLoft,6,24,55.0,2020-05-07,Series D,56,0.18
1917,Tally,147,7,28.0,2020-05-07,Series C,56,0.23
1918,Airy Rooms,79,28,80.0,2020-05-07,Unknown,23,1.0
1919,Uber,147,27,3700.0,2020-05-06,Post-IPO,56,0.14
1920,Validity,24,4,130.0,2020-05-06,Private Equity,56,0.33
1921,Flatiron School,125,5,100.0,2020-05-06,Acquired,56,0.18
1922,Rubicon Project,98,17,50.0,2020-05-06,Post-IPO,56,0.08
1923,Segment,147,4,50.0,2020-05-06,Series D,56,0.1
1924,OPay,89,7,80.0,2020-05-06,Series B,36,0.7000000000000001
1925,ThoughtSpot,147,4,80.0,2020-05-06,Series E,56,0.18
1926,Airbnb,147,28,1900.0,2020-05-05,Private Equity,56,0.25
1927,Juul,147,2,900.0,2020-05-05,Unknown,56,0.3
1928,Andela,125,22,135.0,2020-05-05,Series D,56,0.1
1929,Stack Overflow,125,22,40.0,2020-05-05,Series D,56,0.15
1930,Pipedrive,170,24,31.0,2020-05-05,Series C,14,0.18
1931,Workable,24,22,25.0,2020-05-05,Series C,56,0.1
1932,Cloudera,147,13,80.0,2020-05-05,Post-IPO,56,0.18
1933,Handshake,147,22,80.0,2020-05-05,Series C,56,0.18
1934,League,175,12,80.0,2020-05-05,Unknown,7,0.18
1935,CureFit,17,8,800.0,2020-05-04,Series D,22,0.16
1936,Careem,52,27,536.0,2020-05-04,Acquired,54,0.31
1937,Oriente,71,7,400.0,2020-05-04,Series B,20,0.2
1938,Veriff,170,25,63.0,2020-05-04,Series A,14,0.21
1939,Element AI,114,19,62.0,2020-05-04,Series B,7,0.15
1940,Deputy,169,10,60.0,2020-05-04,Series B,1,0.3
1941,Loopio,175,24,11.0,2020-05-04,Series A,7,0.08
1942,Castlight Health,147,12,80.0,2020-05-04,Post-IPO,56,0.13
1943,Trivago,55,28,80.0,2020-05-04,Acquired,17,0.18
1944,Trax,172,23,120.0,2020-05-03,Series D,25,0.1
1945,LiveTiles,125,19,50.0,2020-05-03,Post-IPO,56,0.18
1946,OYO,97,28,150.0,2020-05-01,Series F,55,0.18
1947,Namely,125,10,110.0,2020-05-01,Series E,56,0.4
1948,Culture Trip,97,18,95.0,2020-05-01,Series B,55,0.32
1949,Sandbox VR,147,2,80.0,2020-05-01,Series A,56,0.8
1950,Virtudent,24,12,70.0,2020-05-01,Series A,56,0.18
1951,Monese,95,7,35.0,2020-05-01,Unknown,41,0.18
1952,TheSkimm,125,18,26.0,2020-05-01,Series C,56,0.2
1953,Automatic,147,27,80.0,2020-05-01,Acquired,56,1.0
1954,Flynote,17,28,80.0,2020-05-01,Seed,22,0.18
1955,Bullhorn,24,24,100.0,2020-04-30,Acquired,56,0.18
1956,Care.com,24,2,81.0,2020-04-30,Acquired,56,0.18
1957,AirMap,98,0,80.0,2020-04-30,Unknown,56,0.18
1958,Cohesity,147,4,80.0,2020-04-30,Series E,56,0.18
1959,Fandom,147,18,80.0,2020-04-30,Series E,56,0.14
1960,PicoBrew,158,9,80.0,2020-04-30,Series A,56,1.0
1961,Lyft,147,27,982.0,2020-04-29,Post-IPO,56,0.17
1962,WeWork,147,21,300.0,2020-04-29,Series H,56,0.18
1963,Kayak / OpenTable,167,28,160.0,2020-04-29,Acquired,56,0.08
1964,Kitopi,125,9,124.0,2020-04-29,Series B,56,0.18
1965,Lime,147,27,80.0,2020-04-29,Series D,56,0.13
1966,Transfix,125,15,24.0,2020-04-29,Series D,56,0.1
1967,Yoco,36,7,80.0,2020-04-29,Series B,47,0.18
1968,TripAdvisor,24,28,900.0,2020-04-28,Post-IPO,56,0.25
1969,Renmoney,89,7,391.0,2020-04-28,Unknown,36,0.5
1970,Deliveroo,97,9,367.0,2020-04-28,Series G,55,0.15
1971,App Annie,147,4,80.0,2020-04-28,Unknown,56,0.18
1972,OpenX,98,17,35.0,2020-04-28,Unknown,56,0.15
1973,PayJoy,147,7,27.0,2020-04-28,Series B,56,0.25
1974,Shipsi,98,23,20.0,2020-04-28,Seed,56,0.5
1975,Desktop Metal,24,19,80.0,2020-04-28,Series E,56,0.18
1976,Migo,147,7,80.0,2020-04-28,Series B,56,0.25
1977,Automation Anywhere,147,19,260.0,2020-04-27,Series B,56,0.1
1978,JetClosing,158,21,20.0,2020-04-27,Series A,56,0.2
1979,Qwick,136,22,80.0,2020-04-27,Seed,56,0.7000000000000001
1980,OYO,156,28,500.0,2020-04-25,Series F,5,0.18
1981,Stoqo,79,9,250.0,2020-04-25,Series A,23,1.0
1982,Submittable,112,19,30.0,2020-04-25,Series B,56,0.2
1983,Divergent 3D,98,27,57.0,2020-04-24,Series B,56,0.36
1984,Ada Support,175,26,36.0,2020-04-24,Series B,7,0.23
1985,UPshow,39,17,19.0,2020-04-24,Series A,56,0.3
1986,Lighter Capital,158,7,18.0,2020-04-24,Series B,56,0.22
1987,Horizn Studios,18,28,15.0,2020-04-24,Series B,17,0.25
1988,Welkin Health,147,12,10.0,2020-04-24,Series B,56,0.33
1989,Jiobit,39,2,6.0,2020-04-24,Unknown,56,0.21
1990,TutorMundi,156,5,4.0,2020-04-24,Series A,5,1.0
1991,Cheddar,125,18,80.0,2020-04-24,Acquired,56,0.18
1992,GoCardless,97,7,80.0,2020-04-24,Series E,55,0.18
1993,StockX,50,23,100.0,2020-04-23,Series C,56,0.12
1994,Zenefits,147,10,87.0,2020-04-23,Series C,56,0.15
1995,Sisense,125,4,80.0,2020-04-23,Series F,56,0.09
1996,Oscar Health,125,12,70.0,2020-04-23,Unknown,56,0.05
1997,Simon Data,125,17,6.0,2020-04-23,Series C,56,0.18
1998,Convoy,158,15,80.0,2020-04-23,Series D,56,0.01
1999,PowerReviews,39,23,80.0,2020-04-23,Acquired,56,0.18
2000,Singular,147,17,80.0,2020-04-23,Series B,56,0.18
2001,Magic Leap,108,2,1000.0,2020-04-22,Series E,56,0.5
2002,When I Work,111,10,55.0,2020-04-22,Series B,56,0.35
2003,Ike,147,27,10.0,2020-04-22,Series A,56,0.14
2004,Airy Rooms,79,28,80.0,2020-04-22,Unknown,23,0.7000000000000001
2005,Clearbit,147,4,80.0,2020-04-22,Series A,56,0.18
2006,ExtraHop,158,25,80.0,2020-04-22,Series C,56,0.18
2007,Nearmap,169,1,80.0,2020-04-22,Post-IPO,1,0.1
2008,Swiggy,17,9,800.0,2020-04-21,Series I,22,0.18
2009,Paytm,122,7,500.0,2020-04-21,Unknown,22,0.18
2010,Lending Club,147,7,460.0,2020-04-21,Post-IPO,56,0.3
2011,Houzz,147,2,155.0,2020-04-21,Series E,56,0.1
2012,Casper,125,23,78.0,2020-04-21,Post-IPO,56,0.21
2013,RealSelf,158,12,40.0,2020-04-21,Series B,56,0.13
2014,Freshbooks,175,7,38.0,2020-04-21,Series B,7,0.09
2015,Patreon,147,18,30.0,2020-04-21,Series D,56,0.13
2016,Lambda School,147,5,19.0,2020-04-21,Series B,56,0.18
2017,Politico / Protocol,183,18,13.0,2020-04-21,Unknown,56,0.18
2018,Bringg,172,15,10.0,2020-04-21,Series D,25,0.1
2019,Klook,71,28,300.0,2020-04-20,Series D,20,0.15
2020,ConsenSys,125,3,91.0,2020-04-20,Unknown,56,0.14
2021,GumGum,98,17,90.0,2020-04-20,Series D,56,0.25
2022,Kueski,65,7,90.0,2020-04-20,Series B,32,0.3
2023,Movidesk,21,26,33.0,2020-04-20,Seed,5,0.25
2024,Zum,147,27,28.0,2020-04-20,Series C,56,0.18
2025,Komodo Health,147,12,23.0,2020-04-20,Series C,56,0.09
2026,Forward,147,12,10.0,2020-04-20,Series C,56,0.03
2027,Hipcamp,147,28,80.0,2020-04-20,Series B,56,0.6
2028,Motif Investing,147,7,80.0,2020-04-18,Series E,56,1.0
2029,BlackBuck,17,15,200.0,2020-04-17,Series D,22,0.18
2030,ContaAzul,82,5,140.0,2020-04-17,Series D,5,0.35
2031,Greenhouse Software,125,22,120.0,2020-04-17,Series D,56,0.28
2032,QuintoAndar,156,21,88.0,2020-04-17,Series D,5,0.08
2033,Loft,156,21,47.0,2020-04-17,Series C,5,0.1
2034,Zilingo,163,23,44.0,2020-04-17,Series D,46,0.05
2035,Labster,43,5,40.0,2020-04-17,Series B,12,0.18
2036,Sweetgreen,98,9,35.0,2020-04-17,Series I,56,0.1
2037,People.ai,147,17,30.0,2020-04-17,Series C,56,0.18
2038,Tor,24,25,13.0,2020-04-17,Unknown,56,0.37
2039,BitGo,147,3,80.0,2020-04-17,Series B,56,0.12
2040,Dispatch,24,19,80.0,2020-04-17,Series A,56,0.38
2041,Food52,125,9,80.0,2020-04-17,Acquired,56,0.18
2042,Influitive,175,17,80.0,2020-04-17,Unknown,7,0.18
2043,CarGurus,24,27,130.0,2020-04-16,Post-IPO,56,0.13
2044,Funding Societies,163,7,65.0,2020-04-16,Series B,46,0.18
2045,CleverTap,116,17,60.0,2020-04-16,Series C,22,0.2
2046,CrowdRiff,175,17,80.0,2020-04-16,Series A,7,0.18
2047,FullStory,6,17,80.0,2020-04-16,Series C,56,0.18
2048,Grailed,125,23,80.0,2020-04-16,Series A,56,0.18
2049,LumenAd,112,17,80.0,2020-04-16,Unknown,56,0.18
2050,Purse,147,3,80.0,2020-04-16,Seed,56,1.0
2051,SquadVoice,42,21,80.0,2020-04-16,Series A,56,0.18
2052,Opendoor,147,21,600.0,2020-04-15,Series E,56,0.35
2053,GoPro,147,2,200.0,2020-04-15,Post-IPO,56,0.2
2054,Shop101,116,23,200.0,2020-04-15,Series C,22,0.4
2055,Zume,147,9,200.0,2020-04-15,Unknown,56,0.67
2056,Carta,147,7,161.0,2020-04-15,Series E,56,0.16
2057,Akulaku,79,7,100.0,2020-04-15,Series D,23,0.18
2058,Parsable,147,10,40.0,2020-04-15,Series C,56,0.25
2059,Kodiak Robotics,147,27,15.0,2020-04-15,Series A,56,0.2
2060,Tulip Retail,175,23,14.0,2020-04-15,Series B,7,0.18
2061,Trove Recommerce,147,23,13.0,2020-04-15,Series C,56,0.18
2062,Dude Solutions,144,19,80.0,2020-04-15,Acquired,56,0.2
2063,SweetEscape,79,2,80.0,2020-04-15,Series A,23,0.3
2064,View,147,6,80.0,2020-04-15,Series H,56,0.18
2065,The RealReal,147,23,235.0,2020-04-14,Post-IPO,56,0.1
2066,TouchBistro,175,9,131.0,2020-04-14,Series E,7,0.23
2067,Envoy,147,10,58.0,2020-04-14,Series B,56,0.3
2068,VSCO,147,2,45.0,2020-04-14,Series B,56,0.35
2069,Skillz,147,2,21.0,2020-04-14,Series D,56,0.18
2070,DataStax,147,4,15.0,2020-04-14,Series E,56,0.18
2071,Xerpa,156,10,10.0,2020-04-14,Unknown,5,0.18
2072,Aura Financial,147,7,80.0,2020-04-14,Unknown,56,0.18
2073,RedDoorz,163,28,80.0,2020-04-14,Series C,46,0.18
2074,Groupon,39,23,2800.0,2020-04-13,Post-IPO,56,0.44
2075,Zoox,147,27,100.0,2020-04-13,Series B,56,0.1
2076,Neon,156,7,70.0,2020-04-13,Series B,5,0.1
2077,EasyPost,147,15,50.0,2020-04-13,Series A,56,0.25
2078,Clearbanc,175,7,17.0,2020-04-13,Series B,7,0.08
2079,Meow Wolf,154,18,201.0,2020-04-10,Unknown,56,0.18
2080,Frontdesk,110,28,35.0,2020-04-10,Unknown,56,0.16
2081,BeeTech,156,7,30.0,2020-04-10,Series B,5,0.18
2082,Built In,39,22,28.0,2020-04-10,Series C,56,0.18
2083,NuoDB,24,4,20.0,2020-04-10,Unknown,56,0.29
2084,Rhumbix,147,1,16.0,2020-04-10,Series B,56,0.27
2085,Atsu,158,13,6.0,2020-04-10,Unknown,56,1.0
2086,Geekwire,158,18,5.0,2020-04-10,Unknown,56,0.31
2087,FloQast,98,7,80.0,2020-04-10,Series C,56,0.18
2088,Yelp,147,2,1000.0,2020-04-09,Post-IPO,56,0.17
2089,Monzo,91,7,165.0,2020-04-09,Series F,56,0.18
2090,OneTrust,6,14,150.0,2020-04-09,Series B,56,0.1
2091,Omie,156,7,136.0,2020-04-09,Series B,5,0.31
2092,Domo,149,4,90.0,2020-04-09,Post-IPO,56,0.1
2093,Matterport,147,4,90.0,2020-04-09,Series D,56,0.34
2094,Clinc,4,26,40.0,2020-04-09,Series B,56,0.32
2095,Mejuri,175,23,36.0,2020-04-09,Series B,7,0.15
2096,Code42,111,4,25.0,2020-04-09,Series B,56,0.05
2097,Lighthouse Labs,175,5,14.0,2020-04-09,Unknown,7,0.07
2098,LoopMe,97,17,8.0,2020-04-09,Unknown,55,0.04
2099,CipherTrace,147,3,80.0,2020-04-09,Unknown,56,0.18
2100,Elliptic,97,3,80.0,2020-04-09,Series B,55,0.3
2101,Zest AI,98,7,80.0,2020-04-09,Unknown,56,0.18
2102,Eventbrite,147,2,500.0,2020-04-08,Post-IPO,56,0.45
2103,Meesho,17,23,200.0,2020-04-08,Series D,22,0.28
2104,Scoop,147,27,92.0,2020-04-08,Series C,56,0.33
2105,Unison,147,7,89.0,2020-04-08,Series B,56,0.45
2106,Lever,147,22,86.0,2020-04-08,Series C,56,0.4
2107,Unbabel,95,26,80.0,2020-04-08,Series C,41,0.35
2108,Button,125,17,48.0,2020-04-08,Series C,56,0.35
2109,Eden / Managed By Q,125,21,40.0,2020-04-08,Series B,56,0.4
2110,Quantcast,147,17,30.0,2020-04-08,Series C,56,0.05
2111,BVAccel,151,17,25.0,2020-04-08,Unknown,56,0.25
2112,VideoAmp,98,17,21.0,2020-04-08,Series C,56,0.1
2113,Kenoby,156,22,18.0,2020-04-08,Unknown,5,0.16
2114,Connected,175,20,17.0,2020-04-08,Unknown,7,0.1
2115,GetNinjas,156,2,11.0,2020-04-08,Series B,5,0.1
2116,Spyce,24,9,4.0,2020-04-08,Series A,56,0.12
2117,Creditas,156,7,80.0,2020-04-08,Series D,5,0.06
2118,Lytics,138,17,80.0,2020-04-08,Series C,56,0.18
2119,RedDoorz,163,28,80.0,2020-04-08,Series C,46,0.1
2120,Slice Labs,125,7,80.0,2020-04-08,Series A,56,0.18
2121,TechAdvance,89,7,80.0,2020-04-08,Unknown,36,0.18
2122,Zola,125,23,80.0,2020-04-08,Series D,56,0.2
2123,Toast,24,9,1300.0,2020-04-07,Series F,56,0.5
2124,ezCater,24,9,400.0,2020-04-07,Series D,56,0.44
2125,Sage Therapeutics,24,12,340.0,2020-04-07,Post-IPO,56,0.53
2126,Redfin,158,21,236.0,2020-04-07,Post-IPO,56,0.07
2127,Branch Metrics,147,17,100.0,2020-04-07,Series E,56,0.2
2128,Newfront Insurance,147,7,94.0,2020-04-07,Unknown,56,0.18
2129,Ibotta,49,23,87.0,2020-04-07,Series D,56,0.15
2130,Virta Health,147,12,65.0,2020-04-07,Series C,56,0.18
2131,Away,125,23,60.0,2020-04-07,Series D,56,0.1
2132,MediaMath,125,17,53.0,2020-04-07,Private Equity,56,0.08
2133,Group Nine Media,125,18,50.0,2020-04-07,Unknown,56,0.07
2134,Payfactors,24,10,46.0,2020-04-07,Unknown,56,0.18
2135,Nav,149,7,30.0,2020-04-07,Series C,56,0.18
2136,AskNicely,138,26,80.0,2020-04-07,Series A,56,0.18
2137,RainFocus,149,17,80.0,2020-04-07,Private Equity,56,0.18
2138,Metromile,147,7,100.0,2020-04-06,Series E,56,0.33
2139,Rock Content,15,17,100.0,2020-04-06,Series A,5,0.2
2140,BounceX,125,17,77.0,2020-04-06,Series B,56,0.2
2141,C6 Bank,156,7,60.0,2020-04-06,Unknown,5,0.06
2142,Wordstream,24,17,26.0,2020-04-06,Acquired,56,0.1
2143,Cogito,24,26,24.0,2020-04-06,Series C,56,0.14
2144,BusBud,114,27,23.0,2020-04-06,Series B,7,0.32
2145,Borrowell,175,7,15.0,2020-04-06,Series B,7,0.2
2146,PerkSpot,39,10,10.0,2020-04-06,Private Equity,56,0.1
2147,Bitfarms,143,3,80.0,2020-04-06,Post-IPO,7,0.18
2148,Hopper,24,28,80.0,2020-04-06,Series D,56,0.18
2149,Mapbox,183,4,80.0,2020-04-06,Series C,56,0.18
2150,Astra,147,0,40.0,2020-04-05,Unknown,56,0.25
2151,Iflix,88,2,50.0,2020-04-04,Unknown,31,0.12
2152,Gympass,156,8,467.0,2020-04-03,Series D,5,0.33
2153,Sojern,147,17,300.0,2020-04-03,Series D,56,0.5
2154,MaxMilhas,15,28,167.0,2020-04-03,Unknown,5,0.42
2155,Minted,147,23,147.0,2020-04-03,Series E,56,0.37
2156,Velodyne Lidar,147,27,140.0,2020-04-03,Unknown,56,0.18
2157,Zoox,147,27,120.0,2020-04-03,Series B,56,0.18
2158,Traveloka,79,28,100.0,2020-04-03,Unknown,23,0.1
2159,Arrive Logistics,8,15,75.0,2020-04-03,Series B,56,0.07
2160,Salsify,24,23,60.0,2020-04-03,Series D,56,0.13
2161,Jetty,125,7,35.0,2020-04-03,Series B,56,0.4
2162,D2iQ,147,13,34.0,2020-04-03,Series D,56,0.13
2163,Bustle Digital Group,125,18,24.0,2020-04-03,Series E,56,0.08
2164,Bustle Digital Group,125,18,19.0,2020-04-03,Series E,56,0.18
2165,Opencare,175,12,18.0,2020-04-03,Series A,7,0.25
2166,Anagram,98,12,17.0,2020-04-03,Series A,56,0.18
2167,G/O Media Group,125,18,14.0,2020-04-03,Unknown,56,0.05
2168,DSCO,149,23,12.0,2020-04-03,Series A,56,0.18
2169,Tripbam,47,28,10.0,2020-04-03,Unknown,56,0.25
2170,Avantage Entertainment,111,18,5.0,2020-04-03,Unknown,56,0.2
2171,Alegion,8,4,80.0,2020-04-03,Series A,56,0.18
2172,AllyO,147,10,80.0,2020-04-03,Series B,56,0.18
2173,Mews,140,28,80.0,2020-04-03,Series B,11,0.18
