,Company,Location,Industry,Laid_Off_Count,Date,Stage,Country,Percentage
0,GoTo Group,79,27,600.0,2023-03-10,Post-IPO,23,0.18
1,Xero,185,7,800.0,2023-03-09,Post-IPO,35,0.15
2,Shopee,79,9,200.0,2023-03-09,Unknown,23,0.18
3,Gopuff,135,9,100.0,2023-03-09,Series H,56,0.02
4,Wave Financial,175,7,50.0,2023-03-09,Acquired,7,0.18
5,Morning Brew,125,18,40.0,2023-03-09,Acquired,56,0.18
6,Bonusly,25,10,80.0,2023-03-09,Series B,56,0.18
7,Neoleukin Therapeutics,158,12,80.0,2023-03-09,Post-IPO,56,0.7
8,Toucan,98,5,80.0,2023-03-09,Series A,56,1.0
9,Wattpad,175,29,42.0,2023-03-08,Acquired,7,0.15
10,Appcues,24,4,80.0,2023-03-08,Series B,56,0.15
11,Pristyn Care,66,12,300.0,2023-03-07,Series E,22,0.15
12,Zwift,98,8,80.0,2023-03-07,Series C,56,0.15
13,Catch,125,7,80.0,2023-03-07,Series A,56,1.0
14,Take-Two Interactive,125,2,80.0,2023-03-07,Post-IPO,56,0.18
15,Zulily,158,23,80.0,2023-03-07,Acquired,56,0.18
16,Atlassian,169,19,500.0,2023-03-06,Post-IPO,1,0.05
17,SiriusXM,125,18,475.0,2023-03-06,Post-IPO,56,0.08
18,Alerzo,75,23,400.0,2023-03-06,Series B,36,0.18
19,UKG,108,10,265.0,2023-03-06,Unknown,56,0.18
20,UpGrad,116,5,120.0,2023-03-06,Unknown,22,0.18
21,Ankorstore,133,23,80.0,2023-03-06,Series C,16,0.18
22,Loft,156,21,340.0,2023-03-03,Unknown,5,0.15
23,Embark Trucks,147,27,230.0,2023-03-03,Post-IPO,56,0.7
24,Lendi,169,21,100.0,2023-03-03,Unknown,1,0.18
25,UserTesting,147,17,63.0,2023-03-03,Acquired,56,0.18
26,Airbnb,147,28,30.0,2023-03-03,Post-IPO,56,0.18
27,Accolade,158,12,80.0,2023-03-03,Post-IPO,56,0.18
28,Indigo,24,19,80.0,2023-03-03,Series F,56,0.18
29,Zscaler,147,25,177.0,2023-03-02,Post-IPO,56,0.03
30,MasterClass,147,5,79.0,2023-03-02,Series E,56,0.18
31,Ambev Tech,21,9,50.0,2023-03-02,Acquired,5,0.18
32,Fittr,142,8,30.0,2023-03-02,Series A,22,0.11
33,CNET,147,18,12.0,2023-03-02,Acquired,56,0.1
34,Comparis,190,7,80.0,2023-03-02,Unknown,51,0.1
35,Flipkart,17,23,80.0,2023-03-02,Acquired,22,0.18
36,Kandela,98,2,80.0,2023-03-02,Acquired,56,1.0
37,Truckstop.com,23,15,80.0,2023-03-02,Acquired,56,0.18
38,Thoughtworks,39,19,500.0,2023-03-01,Post-IPO,56,0.04
39,iFood,156,9,355.0,2023-03-01,Subsidiary,5,0.06
40,Color Health,147,12,300.0,2023-03-01,Series E,56,0.18
41,Waymo,147,27,209.0,2023-03-01,Subsidiary,56,0.08
42,PayFit,133,10,200.0,2023-03-01,Series E,16,0.2
43,Yellow.ai,147,26,200.0,2023-03-01,Series C,56,0.18
44,Sonder,147,28,100.0,2023-03-01,Post-IPO,56,0.14
45,Protego Trust Bank,158,3,80.0,2023-03-01,Series A,56,0.5
46,Electronic Arts,12,2,200.0,2023-02-28,Post-IPO,56,0.18
47,Eventbrite,147,2,80.0,2023-02-28,Post-IPO,56,0.08
48,DUX Education,17,5,80.0,2023-02-28,Unknown,22,1.0
49,MeridianLink,98,7,80.0,2023-02-28,Post-IPO,56,0.09
50,Sono Motors,117,27,300.0,2023-02-27,Post-IPO,17,0.18
51,Cerebral,147,12,285.0,2023-02-27,Series C,56,0.15
52,Amount,39,7,130.0,2023-02-27,Unknown,56,0.25
53,Palantir,49,4,75.0,2023-02-27,Post-IPO,56,0.02
54,Outreach,158,24,70.0,2023-02-27,Series G,56,0.07
55,Stytch,147,25,19.0,2023-02-27,Series B,56,0.25
56,BitSight,172,25,40.0,2023-02-26,Unknown,25,0.18
57,Twitter,147,2,200.0,2023-02-25,Post-IPO,56,0.1
58,Ericsson,168,19,8500.0,2023-02-24,Post-IPO,50,0.08
59,SAP Labs,17,19,300.0,2023-02-24,Subsidiary,22,0.18
60,Velodyne Lidar,147,27,220.0,2023-02-24,Acquired,56,0.18
61,Medallia,147,26,59.0,2023-02-24,Acquired,56,0.18
62,Eat Just,147,9,40.0,2023-02-24,Unknown,56,0.18
63,Lucira Health,147,12,26.0,2023-02-24,Post-IPO,56,0.18
64,Stax,129,7,24.0,2023-02-24,Series D,56,0.18
65,Poshmark,147,23,80.0,2023-02-24,Acquired,56,0.02
66,Merative,4,12,200.0,2023-02-23,Acquired,56,0.1
67,OneFootball,18,17,150.0,2023-02-23,Series D,17,0.32
68,The Iconic,169,23,69.0,2023-02-23,Unknown,1,0.06
69,EVgo,98,27,40.0,2023-02-23,Post-IPO,56,0.18
70,StrongDM,147,13,40.0,2023-02-23,Series B,56,0.18
71,Dapper Labs,178,3,80.0,2023-02-23,Series D,56,0.2
72,Messari,125,3,80.0,2023-02-23,Series B,56,0.15
73,Vibrent Health,183,12,80.0,2023-02-23,Unknown,56,0.13
74,Synamedia,97,18,200.0,2023-02-22,Unknown,55,0.12
75,TaskUs,150,26,186.0,2023-02-22,Post-IPO,56,0.18
76,Arch Oncology,166,12,80.0,2023-02-22,Series C,56,0.18
77,Immutable,169,3,80.0,2023-02-22,Series C,1,0.11
78,Jounce Therapeutics,24,12,80.0,2023-02-22,Acquired,56,0.57
79,Locomation,137,27,80.0,2023-02-22,Seed,56,1.0
80,Polygon,17,3,100.0,2023-02-21,Unknown,22,0.2
81,Crunchyroll,174,18,85.0,2023-02-21,Unknown,27,0.18
82,Ethos Life,147,7,50.0,2023-02-21,Series D,56,0.18
83,Bolt,89,27,17.0,2023-02-21,Series F,36,0.18
84,Criteo,133,17,80.0,2023-02-21,Post-IPO,16,0.18
85,Green Labs,160,9,80.0,2023-02-21,Series C,48,0.18
86,PeerStreet,98,21,80.0,2023-02-21,Series C,56,0.18
87,Zalando,18,23,80.0,2023-02-21,Post-IPO,17,0.18
88,MyGate,17,19,200.0,2023-02-20,Series B,22,0.3
89,Fireblocks,125,3,30.0,2023-02-20,Series E,56,0.05
90,Kinde,169,19,8.0,2023-02-20,Seed,1,0.28
91,Fipola,38,9,80.0,2023-02-20,Series A,56,1.0
92,HP,172,11,100.0,2023-02-19,Post-IPO,25,0.18
93,Tencent,162,2,300.0,2023-02-17,Post-IPO,9,0.18
94,Evernote,147,2,129.0,2023-02-17,Acquired,56,0.18
95,Chipper Cash,147,7,100.0,2023-02-17,Series C,56,0.33
96,Digimarc,138,19,80.0,2023-02-17,Post-IPO,56,0.18
97,Reserve,147,3,80.0,2023-02-17,Unknown,56,0.18
98,DocuSign,147,24,680.0,2023-02-16,Post-IPO,56,0.1
99,Pico Interactive,147,19,400.0,2023-02-16,Acquired,56,0.2
100,The RealReal,147,23,230.0,2023-02-16,Post-IPO,56,0.07
101,Smartsheet,158,19,85.0,2023-02-16,Post-IPO,56,0.03
102,Convoy,6,15,80.0,2023-02-16,Series E,56,0.18
103,Wix,172,17,370.0,2023-02-15,Post-IPO,25,0.06
104,ServiceTitan,98,24,221.0,2023-02-15,Series G,56,0.08
105,Neon,156,7,210.0,2023-02-15,Series D,5,0.09
106,Jellysmack,133,18,208.0,2023-02-15,Series C,16,0.18
107,DigitalOcean,125,13,200.0,2023-02-15,Post-IPO,56,0.11
108,Sprinklr,125,26,100.0,2023-02-15,Post-IPO,56,0.04
109,Betterment,125,7,28.0,2023-02-15,Series F,56,0.18
110,Divvy Homes,147,21,80.0,2023-02-15,Series B,56,0.18
111,Milkrun,169,9,80.0,2023-02-15,Series A,1,0.2
112,Momentive,147,17,80.0,2023-02-15,Post-IPO,56,0.14
113,Observe.AI,147,26,80.0,2023-02-15,Series C,56,0.18
114,Religion of Sports,98,18,80.0,2023-02-15,Series B,56,0.18
115,Tackle,23,19,80.0,2023-02-15,Series C,56,0.15
116,Vicarious Surgical,24,12,80.0,2023-02-15,Post-IPO,56,0.14
117,CommerceHub,2,23,371.0,2023-02-14,Acquired,56,0.31
118,HackerEarth,147,10,80.0,2023-02-14,Series B,56,0.08
119,PhableCare,17,12,80.0,2023-02-14,Series B,22,0.7000000000000001
120,Udemy,147,5,80.0,2023-02-14,Post-IPO,56,0.1
121,Twilio,147,19,1500.0,2023-02-13,Post-IPO,56,0.17
122,Electric,125,19,141.0,2023-02-13,Series D,56,0.25
123,EMX Digital,125,17,100.0,2023-02-13,Unknown,56,1.0
124,PetLove,156,23,94.0,2023-02-13,Series C,5,0.18
125,iRobot,24,2,85.0,2023-02-13,Acquired,56,0.07
126,Collective Health,147,12,54.0,2023-02-13,Series F,56,0.18
127,Magic Eden,147,3,22.0,2023-02-13,Series B,56,0.18
128,Casavo,109,21,80.0,2023-02-13,Unknown,26,0.3
129,Foodpanda,163,9,80.0,2023-02-13,Acquired,46,0.18
130,Getir,97,9,80.0,2023-02-13,Series E,55,0.18
131,LinkedIn,147,10,80.0,2023-02-13,Acquired,56,0.18
132,Moladin,79,27,360.0,2023-02-12,Series B,23,0.11
133,TripleLift,125,17,100.0,2023-02-10,Acquired,56,0.2
134,Titan Medical,175,12,48.0,2023-02-10,Post-IPO,7,0.72
135,TikTok India,116,2,40.0,2023-02-10,Acquired,22,0.18
136,Open Co,156,7,80.0,2023-02-10,Series D,5,0.18
137,Rigetti Computing,147,11,80.0,2023-02-10,Post-IPO,56,0.28
138,Wonderschool,147,5,80.0,2023-02-10,Series A,56,0.18
139,Yahoo,147,2,1600.0,2023-02-09,Acquired,56,0.2
140,Misfits Market,135,9,649.0,2023-02-09,Series C,56,0.33
141,Deliveroo,97,9,350.0,2023-02-09,Post-IPO,55,0.09
142,Olive AI,42,12,215.0,2023-02-09,Series H,56,0.35
143,Oportun,147,7,155.0,2023-02-09,Post-IPO,56,0.1
144,GitLab,147,20,130.0,2023-02-09,Post-IPO,56,0.07
145,Bark,125,23,126.0,2023-02-09,Post-IPO,56,0.12
146,Nomad Health,125,12,119.0,2023-02-09,Unknown,56,0.17
147,Veriff,170,25,66.0,2023-02-09,Series C,14,0.12
148,REE Automotive,172,27,31.0,2023-02-09,Post-IPO,25,0.11
149,GitHub,147,20,80.0,2023-02-09,Acquired,56,0.1
150,Quillt,166,18,80.0,2023-02-09,Unknown,56,0.18
151,WeTrade,17,3,80.0,2023-02-09,Unknown,22,1.0
152,GoDaddy,136,17,530.0,2023-02-08,Post-IPO,56,0.08
153,Affirm,147,7,500.0,2023-02-08,Post-IPO,56,0.19
154,Gusto,147,10,126.0,2023-02-08,Series E,56,0.05
155,Gong,147,24,80.0,2023-02-08,Series E,56,0.07
156,Beam Benefits,42,12,31.0,2023-02-08,Series E,56,0.08
157,Equitybee,147,7,24.0,2023-02-08,Series B,56,0.25
158,Baraja,169,27,80.0,2023-02-08,Unknown,1,0.75
159,Koho,175,7,80.0,2023-02-08,Series D,7,0.14
160,Medly,125,12,80.0,2023-02-08,Series C,56,1.0
161,Nearmap,169,1,80.0,2023-02-08,Acquired,1,0.2
162,Zoom,147,19,1300.0,2023-02-07,Post-IPO,56,0.15
163,eBay,147,23,500.0,2023-02-07,Post-IPO,56,0.04
164,SecureWorks,6,25,212.0,2023-02-07,Post-IPO,56,0.09
165,Salesloft,6,24,100.0,2023-02-07,Acquired,56,0.1
166,Openpay,106,7,83.0,2023-02-07,Post-IPO,1,1.0
167,LearnUpon,53,5,27.0,2023-02-07,Private Equity,24,0.09
168,Sana Benefits,8,10,80.0,2023-02-07,Series B,56,0.19
169,Dell,8,11,6650.0,2023-02-06,Post-IPO,56,0.05
170,Loggi,156,15,300.0,2023-02-06,Series F,5,0.07
171,Catch.com.au,106,23,100.0,2023-02-06,Acquired,1,0.18
172,VinFast US,98,27,80.0,2023-02-06,Subsidiary,56,0.18
173,Drift,24,17,59.0,2023-02-06,Acquired,56,0.18
174,Pocket Aces,116,18,50.0,2023-02-06,Unknown,22,0.25
175,Clari,147,24,20.0,2023-02-06,Series F,56,0.18
176,C6 Bank,156,7,80.0,2023-02-06,Unknown,5,0.18
177,Daraz,163,23,80.0,2023-02-06,Unknown,46,0.11
178,TenureX,172,7,80.0,2023-02-06,Seed,25,0.18
179,Kyruus,24,12,70.0,2023-02-05,Unknown,56,0.18
180,Lightico,172,7,20.0,2023-02-05,Series B,25,0.25
181,FarEye,122,15,90.0,2023-02-03,Series E,22,0.18
182,Protocol Labs,147,3,89.0,2023-02-03,Unknown,56,0.2
183,Finder,169,23,80.0,2023-02-03,Unknown,1,0.15
184,Byju's,17,5,1500.0,2023-02-02,Private Equity,22,0.18
185,Okta,147,25,300.0,2023-02-02,Post-IPO,56,0.05
186,Autodesk,147,19,250.0,2023-02-02,Post-IPO,56,0.02
187,Mindstrong,147,12,127.0,2023-02-02,Series C,56,0.18
188,NCC Group,105,25,125.0,2023-02-02,Post-IPO,55,0.07
189,Miro,147,19,119.0,2023-02-02,Series C,56,0.07
190,Getir,125,9,100.0,2023-02-02,Series E,56,0.18
191,Highspot,158,24,100.0,2023-02-02,Series F,56,0.1
192,Bittrex,158,3,80.0,2023-02-02,Unknown,56,0.18
193,Snowplow,97,4,40.0,2023-02-02,Series B,56,0.18
194,Articulate,125,5,38.0,2023-02-02,Series A,56,0.18
195,Desktop Metal,24,19,80.0,2023-02-02,Post-IPO,56,0.18
196,Getaround,147,27,80.0,2023-02-02,Post-IPO,56,0.1
197,NCSoft,160,2,80.0,2023-02-02,Post-IPO,48,0.2
198,Sharesies,185,7,80.0,2023-02-02,Series C,35,0.18
199,Talkdesk,147,26,80.0,2023-02-02,Series D,56,0.18
200,Splunk,147,4,325.0,2023-02-01,Post-IPO,56,0.04
201,Pinterest,147,2,150.0,2023-02-01,Post-IPO,56,0.18
202,DraftKings,24,2,140.0,2023-02-01,Post-IPO,56,0.04
203,Cyren,183,25,121.0,2023-02-01,Post-IPO,56,0.18
204,Workato,147,19,90.0,2023-02-01,Series E,56,0.1
205,VerticalScope,175,18,60.0,2023-02-01,Post-IPO,7,0.22
206,Wheel,8,12,56.0,2023-02-01,Series C,56,0.28
207,Chainalysis,125,3,44.0,2023-02-01,Series F,56,0.05
208,Appgate,108,25,34.0,2023-02-01,Post-IPO,56,0.08
209,Exterro,138,14,24.0,2023-02-01,Private Equity,56,0.03
210,TheSkimm,125,18,17.0,2023-02-01,Series C,56,0.1
211,Ada,175,26,80.0,2023-02-01,Series C,7,0.18
212,Bustle Digital Group,125,18,80.0,2023-02-01,Series E,56,0.08
213,Frequency Therapeutics,24,12,80.0,2023-02-01,Post-IPO,56,0.5
214,MariaDB,69,4,80.0,2023-02-01,Post-IPO,15,0.08
215,Match Group,125,2,80.0,2023-02-01,Post-IPO,56,0.08
216,Omnipresent,97,10,80.0,2023-02-01,Series B,56,0.18
217,Picnic,158,9,80.0,2023-02-01,Unknown,56,0.18
218,Rivian,50,27,80.0,2023-02-01,Post-IPO,56,0.06
219,PayPal,147,7,2000.0,2023-01-31,Post-IPO,56,0.07
220,NetApp,147,4,960.0,2023-01-31,Post-IPO,56,0.08
221,Workday,147,10,525.0,2023-01-31,Post-IPO,56,0.03
222,HubSpot,24,17,500.0,2023-01-31,Post-IPO,56,0.07
223,Upstart,147,7,365.0,2023-01-31,Post-IPO,56,0.2
224,Software AG,62,4,200.0,2023-01-31,Post-IPO,17,0.04
225,Wish,147,23,150.0,2023-01-31,Post-IPO,56,0.17
226,Wefox,18,7,100.0,2023-01-31,Series D,17,0.18
227,Tilting Point,125,2,60.0,2023-01-31,Unknown,56,0.14
228,Gokada,89,27,54.0,2023-01-31,Unknown,36,0.18
229,AU10TIX,172,25,19.0,2023-01-31,Unknown,25,0.09
230,National Instruments,8,11,80.0,2023-01-31,Post-IPO,56,0.04
231,OpenText,184,4,80.0,2023-01-31,Post-IPO,7,0.08
232,Philips,3,12,6000.0,2023-01-30,Post-IPO,34,0.13
233,OLX Group,3,17,1500.0,2023-01-30,Acquired,34,0.15
234,Arrival,97,27,800.0,2023-01-30,Post-IPO,55,0.5
235,Groupon,39,23,500.0,2023-01-30,Post-IPO,56,0.18
236,Intel,147,11,343.0,2023-01-30,Post-IPO,56,0.18
237,Glovo,11,9,250.0,2023-01-30,Acquired,49,0.06
238,Delivery Hero,18,9,156.0,2023-01-30,Post-IPO,17,0.04
239,Impossible Foods copy,147,9,140.0,2023-01-30,Series H,56,0.2
240,Chrono24,85,23,65.0,2023-01-30,Series C,17,0.13
241,BM Technologies,135,7,80.0,2023-01-30,Post-IPO,56,0.25
242,Olist,45,23,80.0,2023-01-30,Series E,5,0.18
243,Oyster,37,10,80.0,2023-01-30,Series C,56,0.18
244,Prime Trust,91,3,80.0,2023-01-30,Series B,56,0.33
245,Quantum SI,123,12,80.0,2023-01-30,Post-IPO,56,0.12
246,SoFi,147,7,80.0,2023-01-30,Post-IPO,56,0.18
247,Hoxhunt,69,25,80.0,2023-01-29,Series B,15,0.18
248,Me Poupe,156,7,60.0,2023-01-28,Unknown,5,0.5
249,CoinTracker,147,3,19.0,2023-01-28,Series A,56,0.18
250,SSense,114,23,138.0,2023-01-27,Series A,7,0.07
251,DealShare,17,23,100.0,2023-01-27,Series E,22,0.06
252,Ruggable,98,23,100.0,2023-01-27,Seed,56,0.18
253,Synopsys,147,19,100.0,2023-01-27,Post-IPO,56,0.18
254,Heycar,18,27,73.0,2023-01-27,Unknown,17,0.18
255,Matrixport,163,3,29.0,2023-01-27,Series C,46,0.1
256,Shakepay,114,3,21.0,2023-01-27,Series A,7,0.25
257,#Paid,175,17,19.0,2023-01-27,Series B,7,0.17
258,Decent,147,12,80.0,2023-01-27,Series A,56,0.18
259,Feedzai,41,7,80.0,2023-01-27,Unknown,41,0.18
260,Nate,125,23,80.0,2023-01-27,Series A,56,0.18
261,SAP,182,19,3000.0,2023-01-26,Post-IPO,17,0.03
262,Confluent,147,4,221.0,2023-01-26,Post-IPO,56,0.08
263,DriveWealth,80,7,80.0,2023-01-26,Series D,56,0.2
264,Mode Global,97,7,80.0,2023-01-26,Post-IPO,55,1.0
265,Plus One Robotics,150,19,80.0,2023-01-26,Series B,56,0.1
266,Quora,147,2,80.0,2023-01-26,Series D,56,0.18
267,IBM,125,11,3900.0,2023-01-25,Post-IPO,56,0.02
268,Lam Research,147,11,1300.0,2023-01-25,Post-IPO,56,0.07
269,Shutterfly,147,23,360.0,2023-01-25,Acquired,56,0.18
270,Luno,97,3,330.0,2023-01-25,Acquired,55,0.35
271,Clear Capital,145,21,250.0,2023-01-25,Unknown,56,0.25
272,Guardant Health,147,12,130.0,2023-01-25,Post-IPO,56,0.07
273,SirionLabs,158,14,130.0,2023-01-25,Series D,56,0.15
274,Tier Mobility,18,27,80.0,2023-01-25,Series D,17,0.07
275,CareRev,98,23,80.0,2023-01-25,Series A,56,0.18
276,Finastra,172,7,80.0,2023-01-25,Unknown,25,0.18
277,Noom,125,8,80.0,2023-01-25,Series F,56,0.18
278,PagSeguro,156,7,80.0,2023-01-25,Post-IPO,5,0.07
279,Prosus,3,19,80.0,2023-01-25,Unknown,34,0.3
280,Vacasa,138,28,1300.0,2023-01-24,Post-IPO,56,0.17
281,Innovaccer,147,12,245.0,2023-01-24,Series E,56,0.15
282,Bolt,147,7,50.0,2023-01-24,Series E,56,0.1
283,PartnerStack,175,24,40.0,2023-01-24,Series B,7,0.2
284,Gitpod,86,20,21.0,2023-01-24,Series A,17,0.28
285,OFFOR Health,42,12,16.0,2023-01-24,Series A,56,0.18
286,Venngage,175,17,11.0,2023-01-24,Unknown,7,0.2
287,CoachHub,18,10,80.0,2023-01-24,Series C,17,0.1
288,Corvus Insurance,24,7,80.0,2023-01-24,Series C,56,0.14
289,Icon,8,1,80.0,2023-01-24,Series B,56,0.18
290,PagerDuty,147,20,80.0,2023-01-24,Post-IPO,56,0.07
291,Scoro,97,10,80.0,2023-01-24,Series B,55,0.09
292,Spotify,168,18,600.0,2023-01-23,Post-IPO,50,0.06
293,Uber Freight,147,15,150.0,2023-01-23,Subsidiary,56,0.03
294,Inmobi,17,17,50.0,2023-01-23,Unknown,22,0.18
295,Innovid,125,17,40.0,2023-01-23,Post-IPO,56,0.1
296,Booktopia,169,23,30.0,2023-01-23,Series A,1,0.18
297,Ermetic,147,25,30.0,2023-01-23,Series B,56,0.17
298,Namogoo,172,17,20.0,2023-01-23,Series C,56,0.15
299,Camp K12,66,5,80.0,2023-01-23,Series A,22,0.7000000000000001
300,Gemini,125,3,80.0,2023-01-23,Unknown,56,0.1
301,Yext,125,17,80.0,2023-01-23,Post-IPO,56,0.08
302,BUX,3,7,80.0,2023-01-22,Series C,34,0.18
303,Google,147,2,12000.0,2023-01-20,Post-IPO,56,0.06
304,Wayfair,24,23,1750.0,2023-01-20,Post-IPO,56,0.1
305,Swiggy,17,9,380.0,2023-01-20,Unknown,22,0.06
306,MediBuddy,17,12,200.0,2023-01-20,Acquired,22,0.08
307,Vox Media,183,18,130.0,2023-01-20,Series F,56,0.07
308,BitTorrent,147,13,92.0,2023-01-20,Acquired,56,0.18
309,Karat,158,10,47.0,2023-01-20,Unknown,56,0.18
310,Enjoei,156,23,31.0,2023-01-20,Unknown,5,0.1
311,Edifecs,158,12,30.0,2023-01-20,Unknown,56,0.18
312,Citrine Informatics,147,4,22.0,2023-01-20,Series C,56,0.27
313,Avalara,158,7,80.0,2023-01-20,Acquired,56,0.18
314,Cyteir Therapeutics,24,12,80.0,2023-01-20,Series C,56,0.7000000000000001
315,Morning Consult,183,4,80.0,2023-01-20,Series B,56,0.18
316,TikTok,98,2,80.0,2023-01-20,Acquired,56,0.18
317,Zappos,91,23,80.0,2023-01-20,Acquired,56,0.18
318,Capital One,183,7,1100.0,2023-01-19,Post-IPO,56,0.18
319,Proterra,147,27,300.0,2023-01-19,Post-IPO,56,0.18
320,WeWork ,125,21,300.0,2023-01-19,Post-IPO,56,0.18
321,Hubilo,147,19,115.0,2023-01-19,Series B,56,0.35
322,Saks.com,125,23,100.0,2023-01-19,Unknown,56,0.05
323,CS Disco,8,14,62.0,2023-01-19,Post-IPO,56,0.09
324,Riot Games,98,2,46.0,2023-01-19,Acquired,56,0.18
325,Hydrow,24,8,30.0,2023-01-19,Series D,56,0.18
326,Earth Rides,120,27,80.0,2023-01-19,Unknown,56,1.0
327,Fandom,147,18,80.0,2023-01-19,Series E,56,0.18
328,IAM Robotics,137,11,80.0,2023-01-19,Unknown,56,0.18
329,Icertis,158,14,80.0,2023-01-19,Unknown,56,0.18
330,Magnite,98,17,80.0,2023-01-19,Post-IPO,56,0.06
331,Mudafy,107,21,80.0,2023-01-19,Series A,56,0.7000000000000001
332,Personalis,147,12,80.0,2023-01-19,Post-IPO,56,0.3
333,Prisma,147,4,80.0,2023-01-19,Series B,56,0.28
334,Spaceship,169,7,80.0,2023-01-19,Series A,1,0.18
335,Wallbox,11,6,80.0,2023-01-19,Post-IPO,49,0.15
336,Microsoft,158,19,10000.0,2023-01-18,Post-IPO,56,0.05
337,Sophos,132,25,450.0,2023-01-18,Acquired,56,0.1
338,Teladoc Health,125,12,300.0,2023-01-18,Post-IPO,56,0.06
339,Vroom,125,27,275.0,2023-01-18,Post-IPO,56,0.2
340,8x8,147,26,155.0,2023-01-18,Post-IPO,56,0.07
341,Pagaya,125,7,140.0,2023-01-18,Post-IPO,56,0.2
342,Benevity,35,19,137.0,2023-01-18,Unknown,7,0.14
343,Inspirato,49,28,109.0,2023-01-18,Post-IPO,56,0.12
344,Jumpcloud,25,25,100.0,2023-01-18,Series F,56,0.12
345,nCino,186,7,100.0,2023-01-18,Post-IPO,56,0.07
346,Starry,24,19,100.0,2023-01-18,Post-IPO,56,0.24
347,Hootsuite,178,17,70.0,2023-01-18,Series C,7,0.07
348,Clue,18,12,31.0,2023-01-18,Unknown,17,0.31
349,Addepar,147,7,20.0,2023-01-18,Series F,56,0.03
350,80 Acres Farms,40,9,80.0,2023-01-18,Unknown,56,0.1
351,Aiven,69,13,80.0,2023-01-18,Series D,15,0.2
352,Bally's Interactive,141,29,80.0,2023-01-18,Post-IPO,56,0.15
353,Betterfly,155,12,80.0,2023-01-18,Series C,8,0.3
354,Cazoo,97,27,80.0,2023-01-18,Post-IPO,55,0.18
355,Coda,147,19,80.0,2023-01-18,Series D,56,0.18
356,Cypress.io,6,20,80.0,2023-01-18,Series B,56,0.18
357,Lucid Diagnostics,125,12,80.0,2023-01-18,Post-IPO,56,0.2
358,Mavenir,47,13,80.0,2023-01-18,Acquired,56,0.18
359,Redbubble,106,23,80.0,2023-01-18,Post-IPO,1,0.14
360,Lightspeed Commerce,114,23,300.0,2023-01-17,Post-IPO,7,0.1
361,Unity,147,19,284.0,2023-01-17,Post-IPO,56,0.03
362,Britishvolt,97,27,206.0,2023-01-17,Unknown,55,1.0
363,Clutch,175,27,150.0,2023-01-17,Unknown,7,0.18
364,Exotel,17,26,142.0,2023-01-17,Series D,22,0.15
365,Unico,156,19,110.0,2023-01-17,Series D,5,0.1
366,Tul,22,1,100.0,2023-01-17,Series B,10,0.18
367,American Robotics,24,19,50.0,2023-01-17,Acquired,56,0.65
368,Luxury Presence,98,21,44.0,2023-01-17,Series B,56,0.18
369,RingCentral,147,19,30.0,2023-01-17,Post-IPO,56,0.18
370,Fishbrain,168,2,80.0,2023-01-17,Unknown,56,0.18
371,GoMechanic,66,27,80.0,2023-01-17,Series C,22,0.7000000000000001
372,LiveVox,147,26,80.0,2023-01-17,Post-IPO,56,0.16
373,Oracle,147,19,80.0,2023-01-17,Post-IPO,56,0.18
374,Rappi,32,9,80.0,2023-01-17,Unknown,0,0.18
375,RateGenius,8,7,80.0,2023-01-17,Acquired,56,0.18
376,XP,156,7,80.0,2023-01-17,Post-IPO,5,0.18
377,PagBank,156,7,500.0,2023-01-16,Post-IPO,5,0.07
378,ShareChat,17,2,500.0,2023-01-16,Series H,22,0.2
379,Gramophone,77,9,75.0,2023-01-16,Series B,22,0.18
380,ClearCo,175,7,50.0,2023-01-16,Series C,7,0.3
381,Dunzo,17,9,80.0,2023-01-16,Unknown,22,0.03
382,Ignition,169,7,80.0,2023-01-16,Series C,1,0.1
383,Rebel Foods,116,9,80.0,2023-01-16,Unknown,22,0.02
384,Captain Fresh ,17,9,120.0,2023-01-15,Series C,22,0.18
385,Snappy,125,17,100.0,2023-01-15,Series C,56,0.3
386,BharatAgri,116,9,40.0,2023-01-15,Series A,22,0.43
387,DeHaat,134,9,80.0,2023-01-15,Series E,22,0.05
388,Black Shark,162,11,900.0,2023-01-13,Unknown,9,0.18
389,Ola,17,27,200.0,2023-01-13,Series J,22,0.18
390,Bonterra ,8,19,140.0,2023-01-13,Unknown,56,0.1
391,Vial,147,12,40.0,2023-01-13,Series B,56,0.18
392,Arch Oncology,27,12,80.0,2023-01-13,Series C,56,1.0
393,Carvana,136,27,80.0,2023-01-13,Post-IPO,56,0.18
394,CoSchedule,20,17,80.0,2023-01-13,Unknown,56,0.18
395,GoCanvas,183,19,80.0,2023-01-13,Acquired,56,0.18
396,Jellyfish,24,20,80.0,2023-01-13,Series C,56,0.09
397,Lending Club,147,7,225.0,2023-01-12,Post-IPO,56,0.14
398,SmartNews,174,18,120.0,2023-01-12,Series F,56,0.4
399,Skit.ai,17,26,115.0,2023-01-12,Series B,22,0.18
400,Pier,156,7,111.0,2023-01-12,Series B,5,0.39
401,Blockchain.com,97,3,110.0,2023-01-12,Series D,55,0.28
402,Greenlight,6,7,104.0,2023-01-12,Series D,56,0.21
403,Cashfree Payments,17,7,100.0,2023-01-12,Series B,22,0.18
404,Mapbox,183,4,64.0,2023-01-12,Unknown,56,0.18
405,Definitive Healthcare,24,12,55.0,2023-01-12,Post-IPO,56,0.06
